employeeTotal,employeeTotalM,sepEmp,sepEmpM,retEmpPerc,retEmpPercM,perPopEmp,perPopSepEmp,JurisdictionName,PostalAbbreviation,ProfileYear,FIPSCode,HHSRegion,Participation,REGION,GovClassification,governance,structure,size,density,regularPositionTotal,regularFTETotal,tempEmployeeTotal,tempFTETotal,positionTotal,fteTotal,positionsLHD,positionsRHD,positionsSHDCent,positionsSHDOut,workforceDevDir,vacPositions,vacPerc,perPopFTE,perPopVacPositions,attritionType,attritionYear,attritionCause,attritionValue,attritionNumerator,attritionDenominator,JurisdictionType,FYPop,turnoverRateM,turnoverRate,perPopQuarEmp,perPopQuarEmpLabel,turnoverRateQuar,turnoverRateQuarLabel,perPopQuarSepEmp,perPopQuarSepEmpLabel,retEmpPercQuar,perPopEmpN,perPopSepEmpN,turnoverRateN,retEmpPercN
,0,,1,,1,,,North Carolina,NC,2016,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1712,1924,,,1712,1924,,714,998,,No,140,8.177570094,18.9467274,1.378659998,Employees,2015,Separated,,,,1,10031646,1,,,,,,,,,,,,
,0,24,0,,1,,0.586800509,Oregon,OR,2016,41,10,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,768,673.32,,,768,673.32,0,61,707,0,Yes,34,4.427083333,16.46268829,0.831300722,Employees,2015,Separated,,24,,1,4015792,1,,,,,,1,1 (0 - 1.6),,,,,
,0,84,0,,1,,7.948749491,Rhode Island,RI,2016,44,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,458,444,,,458,444,,,,,Yes,46,10.04366812,42.01481874,4.352886626,Employees,2015,Separated,,84,,1,1056065,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,0,1,,1,,,Federated States of Micronesia,FM,2016,64,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,83,83,,,83,83,,,,,No,8,9.638554217,75.45454546,7.272727273,Employees,2015,Separated,,0,,2,109000,1,,,,,,,,,,,,
,0,41,0,,1,,0.828171623,Kentucky,KY,2019,21,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,449,440,114,,563,440,33,0,416,0,No,24,5.345211581,9.84852741,0.537192404,Employees,2016,Separated,,41,,1,4438182,1,,,,,,1,1 (0 - 1.6),,,,,
,0,630,0,,1,,16.06102383,Mississippi,MS,2019,28,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1765,1765,423,,2188,1765,650,100,869,146,Yes,130,7.365439094,59.30482647,4.368060873,Employees,2016,Separated,,630,,1,2987938,1,,,,,,4,4 (8.1 - 250),,,,,
,0,405,0,,1,,6.10390534,Virginia,VA,2019,51,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3570,3184,447,,4017,3184,2735,199,1102,,Yes,65,1.820728291,37.30294549,0.761523699,Employees,2016,Separated,,405,,1,8410106,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,52,0,,1,,0.179915646,New York,NY,2019,36,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,3314,3280,373,,3687,3280,0,564,2750,0,Yes,333,10.04828002,16.86066628,1.711768863,Employees,2016,Separated,,52,,1,19633428,1,,,,,,1,1 (0 - 1.6),,,,,
,0,96,0,,1,,6.249487347,West Virginia,WV,2019,54,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,624,620.43,113,,737,620.43,0,47,577,0,No,153,24.51923077,34.61936995,8.537246108,Employees,2016,Separated,,96,,1,1831023,1,,,,,,3,3 (4.5 - 8.1),,,,,
,1,119,0,,1,,1.659657774,Oregon,OR,2019,41,10,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,588,534.68,11,,599,534.68,,,,,,,,12.67694026,,Employees,2016,Separated,,119,,1,4089976,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,279,0,,1,,7.110029492,Nevada,NV,2019,32,9,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1728,1708.82,80,,1808,1708.82,299,149,157,1123,Yes,94,5.439814815,55.47835889,3.051793481,Employees,2016,Separated,,279,,1,2917563,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,24,0,,1,,250,Republic of Palau,PW,2019,70,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,126,126,1,,127,126,,,,,No,16,12.6984127,700,88.88888889,Employees,2016,Separated,,24,,2,18000,1,,,,,,4,4 (8.1 - 250),,,,,
,0,340,0,,1,,13.04027753,Oklahoma,OK,2019,40,6,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1744,1629,78,,1822,1629,988,,756,,No,250,14.33486239,41.16785289,6.317963917,Employees,2016,Separated,,340,,1,3926331,1,,,,,,4,4 (8.1 - 250),,,,,
,0,30,0,,1,,37.62376238,U.S. Virgin Islands,VI,2019,78,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,401,401,,,401,401,,,,,No,51,12.71820449,397.029703,50.49504951,Employees,2016,Separated,,30,,2,102000,1,,,,,,4,4 (8.1 - 250),,,,,
,1,,1,,1,,,American Samoa,AS,2019,60,9,Did not complete Profile Survey,West,Island Area,Island Area,,Less than 2 million,More than 500 people per square mile,,,,,,,,,,,,,,,,Employees,2016,Separated,,,,2,50000,1,,,,,,,,,,,,
,0,,1,,1,,,Alaska,AK,2019,2,10,Completed Profile Survey,West,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,427,426,1,,428,426,0,0,427,0,No,17,3.981264637,58.232918,2.323848841,Employees,2016,Separated,,,,1,741456,1,,,,,,,,,,,,
,0,35,0,,1,,10.36700941,Wyoming,WY,2019,56,8,Completed Profile Survey,Mountain/Midwest,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,262,212,20,,282,212,71,0,8,0,Yes,15,5.72519084,36.63009992,2.591752353,Employees,2016,Separated,,35,,1,584215,1,,,,,,4,4 (8.1 - 250),,,,,
,0,178,0,,1,,138,Commonwealth of the Northern Mariana Islands,MP,2019,69,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,487,278,298,,785,278,,,,,Yes,121,24.84599589,556,242,Employees,2016,Separated,,178,,2,51000,1,,,,,,4,4 (8.1 - 250),,,,,
,1,33,0,,1,,17.75147929,Guam,GU,2019,66,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,600,500,50,,650,500,,,,,No,,,295.8579882,,Employees,2016,Separated,,33,,2,168000,1,,,,,,4,4 (8.1 - 250),,,,,
,0,12,0,,1,,3.868437419,Maine,ME,2019,23,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,334,324.5,80,,414,324.5,0,62,334,0,No,39,11.67664671,24.14053736,2.901328064,Employees,2016,Separated,,12,,1,1331317,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,39,0,,1,,2.584770121,Nebraska,NE,2019,31,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,430,428,34,,464,428,0,0,,,No,45,10.46511628,22.12563224,2.326293109,Employees,2016,Separated,,39,,1,1905616,1,,,,,,2,2 (1.7 - 4.5),,,,,
,1,,1,,1,,,Rhode Island,RI,2019,44,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,524,523.4,86,,610,523.4,0,0,524,0,Yes,,,49.40714261,,Employees,2016,Separated,,,,1,1056770,1,,,,,,,,,,,,
,0,142,0,,1,,2.393773211,Minnesota,MN,2019,27,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1590,1504,6,,1596,1504,0,202,1363,25,No,103,6.477987421,26.66840673,1.826360302,Employees,2016,Separated,,142,,1,5522744,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,282,0,,1,,4.74435122,Tennessee,TN,2019,47,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3142,2918,83,,3225,2918,1119,784,1239,,Yes,70,2.227880331,42.7284471,1.025014153,Employees,2016,Separated,,282,,1,6646010,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,,0,,1,,0.807222546,Wisconsin,WI,2019,55,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,427,419.1,140,,567,419.1,0,27,478,62,No,54,12.64637002,7.198020622,0.927447181,Employees,2016,Separated,,,,1,5772628,1,,,,,,1,1 (0 - 1.6),,,,,
,0,176,0,,1,,1.497538527,Georgia,GA,2019,13,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1012,985.5,104,,1116,985.5,0,122,605,0,Yes,103,10.17786561,9.281913323,0.970103574,Employees,2016,Separated,,176,,1,10301890,1,,,,,,1,1 (0 - 1.6),,,,,
,0,208,0,,1,,5.697978316,Kansas,KS,2019,20,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1470,1435.52,59,,1529,1435.52,11,120,41,1298,No,307,20.88435374,49.27446887,10.53782737,Employees,2016,Separated,,208,,1,2910844,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,,1,,1,,,Montana,MT,2019,30,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,Less than 20 people per square mile,228,234.5,0,,228,234.5,0,0,228,0,Yes,6,2.631578947,21.94094564,0.561388801,Employees,2016,Separated,,,,1,1040859,1,,,,,,,,,,,,
,0,305,0,,1,,3.583603808,Massachusetts,MA,2019,25,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,More than 500 people per square mile,2995,2561,120,,3115,2561,0,0,1450,1554,Yes,225,7.512520868,37.15631317,3.264416425,Employees,2016,Separated,,305,,1,6823608,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,127,0,,1,,0.820185051,Pennsylvania,PA,2019,42,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Mixed,Mixed,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1343,1116.2,106,,1449,1116.2,0,647,845,0,Yes,251,18.68950112,8.718957656,1.960632836,Employees,2016,Separated,,127,,1,12782275,1,,,,,,1,1 (0 - 1.6),,,,,
,0,22,0,,1,,1.912171042,New Hampshire,NH,2019,33,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,262,215,5.5,,267.5,215,0,0,262,0,No,25,9.541984733,15.81218362,1.838626002,Employees,2016,Separated,,22,,1,1342307,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,182,0,,1,,5.552162567,Utah,UT,2019,49,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1194,1050,40,,1234,1050,0,10,1184,0,No,12,1.005025126,32.75152076,0.374303094,Employees,2016,Separated,,182,,1,3041868,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,50,0,,1,,0.360473771,Michigan,MI,2019,26,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,511,515,374,,885,515,0,0,539,31,No,83,16.24266145,5.156777553,0.831092305,Employees,2016,Separated,,50,,1,9950571,1,,,,,,1,1 (0 - 1.6),,,,,
,0,270,0,,1,,4.448117355,Missouri,MO,2019,29,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1815,1697,118,,1933,1697,,931,884,,Yes,22,1.212121212,27.65001887,0.358456344,Employees,2016,Separated,,270,,1,6087135,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,892,0,,1,,16.24300327,Maryland,MD,2019,24,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Shared,Shared/Largely Shared,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,7941,7849.99,1829,,9770,7849.99,4156,4340,3042,0,Yes,244,3.072660874,129.8446163,4.035939712,Employees,2016,Separated,,892,,1,6003323,1,,,,,,4,4 (8.1 - 250),,,,,
,0,389,0,,1,,4.217776292,Arizona,AZ,2019,4,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1394,1369,125,,1519,1369,0,17,763,614,Yes,208,14.92109039,18.80825975,2.857646478,Employees,2016,Separated,,389,,1,6941072,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,525,0,,1,,9.642773354,Arkansas,AR,2019,5,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2050,1948,52,,2102,1948,841,164,1045,0,Yes,83,4.048780488,64.55024912,2.75034429,Employees,2016,Separated,,525,,1,2989918,1,,,,,,4,4 (8.1 - 250),,,,,
,0,123,0,,1,,1.154922107,Ohio,OH,2019,39,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1049,1044.5,82,,1131,1044.5,0,72,895,166,Yes,166,15.82459485,8.935675116,1.420126443,Employees,2016,Separated,,123,,1,11634370,1,,,,,,1,1 (0 - 1.6),,,,,
,0,179,0,,1,,3.316700054,Colorado,CO,2019,8,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1422,1388,150,,1572,1388,0,0,1422,0,Yes,10,0.703234881,24.10251138,0.173649218,Employees,2016,Separated,,179,,1,5539215,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,,0,,1,,86.66666667,Marshall Islands,MH,2019,68,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,590,,242,,832,,,,,,No,41,6.949152542,,91.11111111,Employees,2016,Separated,,,,2,48000,1,,,,,,4,4 (8.1 - 250),,,,,
,0,36,0,,1,,2.182349271,Idaho,ID,2019,16,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,248,243.09,18,,266,243.09,0,0,243.09,0,Yes,10,4.032258065,13.60275088,0.559576736,Employees,2016,Separated,,36,,1,1682380,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,26,0,,1,,5.905031349,North Dakota,ND,2019,38,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,Less than 2 million,Less than 20 people per square mile,352,345.5,57,,409,345.5,0,0,409,0,Yes,3,0.852272727,45.33751847,0.393668757,Employees,2016,Separated,,26,,1,754434,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,418,0,,1,,11.16783725,South Carolina,SC,2019,45,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3652,3176,476,,4128,3176,1243,1593,1640,0,Yes,250,6.845564075,61.68530627,4.855581413,Employees,2016,Separated,,418,,1,4957968,1,,,,,,4,4 (8.1 - 250),,,,,
,0,36,0,,1,,1.172715661,Iowa,IA,2019,19,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,471,413,44,,515,413,0,0,471,0,Yes,26,5.520169851,13.09004238,0.824070464,Employees,2016,Separated,,36,,1,3131371,1,,,,,,1,1 (0 - 1.6),,,,,
,0,192,0,,1,,2.902207556,Washington,WA,2019,53,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,1886,1823.8,96,,1982,1823.8,0,338,1625,19,Yes,90,4.772004242,23.95043502,1.18189448,Employees,2016,Separated,,192,,1,7294771,1,,,,,,2,2 (1.7 - 4.5),,,,,
,1,369,0,,1,,7.750064499,Alabama,AL,2019,1,4,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2677,2613.5,23,,2700,2613.5,1463,56,1181,0,Yes,,,53.30208834,,Employees,2016,Separated,,369,,1,4863525,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,170,0,,1,,1.687629504,North Carolina,NC,2019,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1898,1664,286,,2184,1664,0,0,450,1448,No,228,12.01264489,15.86562427,2.173895632,Employees,2016,Separated,,170,,1,10154788,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,3729,0,,1,,18.38648085,Florida,FL,2019,12,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,10959,12471.2,3874,,14833,12471.2,10607.68,0,4996.9,0,Yes,2631,24.00766493,58.06570776,12.24989393,Employees,2016,Separated,,3729,,1,20613477,1,,,,,,4,4 (8.1 - 250),,,,,
,0,129,0,,1,,10.38229445,Hawaii,HI,2019,15,9,Completed Profile Survey,West,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,2827,2761,683,,3510,2761,3510,0,3510,0,No,139,4.91687301,195.0035031,9.817271618,Employees,2016,Separated,,129,,1,1427559,1,,,,,,4,4 (8.1 - 250),,,,,
,0,274,0,,1,,0.756727861,California,CA,2019,6,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,3933,3779,,,3933,3779,0,1628,2305,0,Yes,476,12.10272057,9.564129054,1.204690508,Employees,2016,Separated,,274,,1,39167117,1,,,,,,1,1 (0 - 1.6),,,,,
,0,3,0,,1,,1.801801802,Federated States of Micronesia,FM,2019,64,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,85,85,30,,115,85,,,,,No,10,11.76470588,76.57657658,9.009009009,Employees,2016,Separated,,3,,2,110000,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,829,0,,1,,2.017527938,Texas,TX,2019,48,6,Completed Profile Survey,South,Largely Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,3054,3311.95,134,,3188,3311.95,0,1452,1997,0,No,261,8.546168959,11.42213958,0.900127849,Employees,2016,Separated,,829,,1,27914410,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,,0,,1,,9.068379835,District of Columbia,DC,2019,11,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,More than 500 people per square mile,663,575,,,663,575,,,,,Yes,36,5.429864253,81.47372508,5.100963657,Employees,2016,Separated,,,,1,685815,1,,,,,,4,4 (8.1 - 250),,,,,
,0,45,0,,1,,1.149977547,Connecticut,CT,2019,9,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,688,678.89,39,,727,678.89,0,0,688,0,Yes,40,5.813953488,19.04166481,1.121929315,Employees,2016,Separated,,45,,1,3578141,1,,,,,,1,1 (0 - 1.6),,,,,
,0,781,0,,1,,32.47761262,New Mexico,NM,2019,35,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,Less than 20 people per square mile,3595,3587.5,30,,3625,3587.5,,823,173,,No,810,22.53129346,171.0916818,38.62975951,Employees,2016,Separated,,781,,1,2091630,1,,,,,,4,4 (8.1 - 250),,,,,
,0,120,0,,1,,12.63139734,Delaware,DE,2019,10,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,737,677.18,75,,812,677.18,0,0,737,0,Yes,50,6.784260516,69.54251749,5.134714366,Employees,2016,Separated,,120,,1,948921,1,,,,,,4,4 (8.1 - 250),,,,,
,0,520,0,,1,,3.162110431,Louisiana,LA,2019,22,6,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,1399,1357.2,23,,1422,1357.2,1422,777,645,,Yes,86,6.147248034,29.19466855,1.849942157,Employees,2016,Separated,,520,,1,4678135,1,,,,,,2,2 (1.7 - 4.5),,,,,
,0,,1,,1,,,Illinois,IL,2019,17,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1169,1169,30,,1199,1169,0,610,20,773,No,10,0.855431993,9.225193443,0.078915256,Employees,2016,Separated,,,,1,12820527,1,,,,,,,,,,,,
,0,118,0,,1,,1.381416736,Indiana,IN,2019,18,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,776,776,3,,779,776,0,0,558,191,Yes,69,8.891752577,11.52666008,1.024922095,Employees,2016,Separated,,118,,1,6634304,1,,,,,,1,1 (0 - 1.6),,,,,
,1,116,0,,1,,4.82842393,Puerto Rico,PR,2019,72,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,3823,3787,1186,,5009,3787,,,,,No,,,115.0015184,,Employees,2016,Separated,,116,,2,3433000,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,61,0,,1,,7.00835011,South Dakota,SD,2019,46,8,Completed Profile Survey,Mountain/Midwest,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,Less than 20 people per square mile,477,318,24,,501,318,,,,,No,26,5.450733753,35.94605379,2.93898553,Employees,2016,Separated,,61,,1,862996,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,68,0,,1,,8.814257944,Vermont,VT,2019,50,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,532,502,44,,576,502,0,153,368,55,No,30,5.639097744,80.45013614,4.80777706,Employees,2016,Separated,,68,,1,623657,1,,,,,,4,4 (8.1 - 250),,,,,
,1,456,0,,1,,4.818631441,New Jersey,NJ,2019,34,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,6288,5971,785,,7073,5971,,,,,Yes,,,67.224412,,Employees,2016,Separated,,456,,1,8870827,1,,,,,,3,3 (4.5 - 8.1),,,,,
,0,267,0,,1,,4.448117355,Missouri,MO,2019,29,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1815,1697,118,,1933,1697,,931,884,,Yes,22,1.212121212,27.65001887,0.358456344,Employees,2017,Separated,,267,,1,6106670,1,,,,,,2,2 (1.7 - 4.7),,,,,
,0,470,0,,1,,16.06102383,Mississippi,MS,2019,28,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1765,1765,423,,2188,1765,650,100,869,146,Yes,130,7.365439094,59.30482647,4.368060873,Employees,2017,Separated,,470,,1,2988510,1,,,,,,4,4 (9.1 - 250),,,,,
,0,53,0,,1,,0.828171623,Kentucky,KY,2019,21,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,449,440,114,,563,440,33,0,416,0,No,24,5.345211581,9.84852741,0.537192404,Employees,2017,Separated,,53,,1,4452268,1,,,,,,1,1 (0 - 1.7),,,,,
,0,198,0,,1,,2.902207556,Washington,WA,2019,53,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,1886,1823.8,96,,1982,1823.8,0,338,1625,19,Yes,90,4.772004242,23.95043502,1.18189448,Employees,2017,Separated,,198,,1,7423362,1,,,,,,2,2 (1.7 - 4.7),,,,,
,0,165,0,,1,,1.687629504,North Carolina,NC,2019,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1898,1664,286,,2184,1664,0,0,450,1448,No,228,12.01264489,15.86562427,2.173895632,Employees,2017,Separated,,165,,1,10268233,1,,,,,,2,2 (1.7 - 4.7),,,,,
,0,51,0,,1,,2.584770121,Nebraska,NE,2019,31,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,430,428,34,,464,428,0,0,,,No,45,10.46511628,22.12563224,2.326293109,Employees,2017,Separated,,51,,1,1915947,1,,,,,,2,2 (1.7 - 4.7),,,,,
,0,339,0,,1,,4.74435122,Tennessee,TN,2019,47,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3142,2918,83,,3225,2918,1119,784,1239,,Yes,70,2.227880331,42.7284471,1.025014153,Employees,2017,Separated,,339,,1,6708799,1,,,,,,3,3 (4.8 - 9.1),,,,,
,0,468,0,,1,,6.10390534,Virginia,VA,2019,51,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3570,3184,447,,4017,3184,2735,199,1102,,Yes,65,1.820728291,37.30294549,0.761523699,Employees,2017,Separated,,468,,1,8463587,1,,,,,,3,3 (4.8 - 9.1),,,,,
,1,40,0,,1,,17.75147929,Guam,GU,2019,66,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,600,500,50,,650,500,,,,,No,,,295.8579882,,Employees,2017,Separated,,40,,2,169000,1,,,,,,4,4 (9.1 - 250),,,,,
,0,150,0,,1,,10.38229445,Hawaii,HI,2019,15,9,Completed Profile Survey,West,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,2827,2761,683,,3510,2761,3510,0,3510,0,No,139,4.91687301,195.0035031,9.817271618,Employees,2017,Separated,,150,,1,1424393,1,,,,,,4,4 (9.1 - 250),,,,,
