Source,JurisdictionName,PostalAbbreviation,ProfileYear,FIPSCode,JurisdictionType,HHSRegion,Participation,region,GovClassification,governance,structure,size,density,employeeTotal,positionTotal,regularPositionTotal,tempEmployeeTotal,fteTotal,regularFTETotal,tempFTETotal,positionsLHD,positionsRHD,positionsSHDCent,positionsSHDOut,workforceDevDir,directorFTE,vacPositions,vacPerc,sepEmp,turnoverRate,perPopFTE,perPopEmp,perPopVacPositions,perPopSepEmp,perPopQuarEmp,perPopQuarFTE,perPopQuarVacPositions,vacPercQuar,vacPercQuarLabel,turnoverRateQuar,turnoverRateQuarLabel,perPopQuarSepEmp,perPopQuarSepEmpLabel,directorFTEQuar,occupationFunction,occupationClassification,positionType,occupationDataFlag,rawOccupationFTE,perPopOccupationFTE,rawFTEQuar,rawFTEQuarLabel,perPopOccFTEQuar,perPopOccFTEQuarLabel,PYPop,tempEmpRate,perPopQuarEmpLabel,perPopQuarFTELabel,perPopQuarVacPositionsLabel,tempEmpTotalQuar,tempEmpTotalQuarLabel,tempEmpRateQuar,tempEmpRateQuarLabel,rawOccupationFTEM,perPopOccupationFTEM,perPopFTEN,perPopEmpN,perPopVacPositionsN,perPopSepEmpN,vacPercN,rawOccFTEN,perPopOccFTEN,tempEmpRateN
WOCCPCO01,Kansas,KS,2019,20,All States,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1163,1529,1470,59,1435.52,1435.52,,11,120,41,1298,No,,307,20.88435374,166,1.427343078,49.27446887,39.92017338,10.53782737,5.697978316,3,3,4,4,4 (12.4% - 24.8%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,2913314,0.507308684,3 (33.1 - 60.6),3 (36 - 61.7),4 (5 - 242),2,2 (1.1 - 2.2),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCPCO01,Louisiana,LA,2019,22,All States,6,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,1313,1422,1399,23,1357.2,1357.2,,1422,777,645,,Yes,,86,6.147248034,147,1.119573496,29.19466855,28.24388433,1.849942157,3.162110431,2,2,2,2,2 (4.9% - 6.9%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,4648794,0.175171363,2 (15.6 - 33),2 (15.9 - 35.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,North Carolina,NC,2019,37,All States,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1670,2184,1898,286,1664,1664,,0,0,450,1448,No,,228,12.01264489,177,1.05988024,15.86562427,15.92283204,2.173895632,1.687629504,2,1,2,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,10488084,1.71257485,2 (15.6 - 33),1 (5.2 - 15.9),2 (1 - 2.2),3,3 (2.2 - 7.5),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,Massachusetts,MA,2019,25,All States,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,More than 500 people per square mile,2770,3115,2995,120,2561,2561,,0,0,1450,1554,Yes,,225,7.512520868,247,0.891696751,37.15631317,40.18859332,3.264416425,3.583603808,3,3,3,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,6892503,0.433212996,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,New Jersey,NJ,2019,34,All States,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,,7073,6288,785,5971,5971,,,,,,Yes,,,,428,,67.224412,,,4.818631441,,4,,,,,,3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,8882190,,,4 (61.7 - 700),,4,4 (7.5 - 596),,,1,1,,,,,,,,
WOCCPCO01,Federated States of Micronesia,FM,2019,64,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,75,115,85,30,85,85,,,,,,No,,10,11.76470588,2,0.266666667,76.57657658,67.56756757,9.009009009,1.801801802,4,4,4,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,111000,4,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Pennsylvania,PA,2019,42,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Mixed,Mixed,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1092,1449,1343,106,1116.2,1116.2,,0,647,845,0,Yes,,251,18.68950112,105,0.961538462,8.718957656,8.52992453,1.960632836,0.820185051,1,1,2,4,4 (12.4% - 24.8%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,12801989,0.970695971,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,Mississippi,MS,2019,28,All States,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1635,2188,1765,423,1765,1765,,650,100,869,146,Yes,,130,7.365439094,478,2.923547401,59.30482647,54.9367656,4.368060873,16.06102383,3,3,3,3,3 (6.9% - 12.4%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,2976149,2.587155963,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Indiana,IN,2019,18,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,707,779,776,3,776,776,,0,0,558,191,Yes,,69,8.891752577,93,1.315417256,11.52666008,10.50173799,1.024922095,1.381416736,1,1,2,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,6732219,0.042432815,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,New Mexico,NM,2019,35,All States,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,Less than 20 people per square mile,2785,3625,3595,30,3587.5,3587.5,,,823,173,,No,,810,22.53129346,681,2.44524237,171.0916818,132.8196052,38.62975951,32.47761262,4,4,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,2096829,0.107719928,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,Utah,UT,2019,49,All States,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1182,1234,1194,40,1050,1050,,0,10,1184,0,No,,12,1.005025126,178,1.505922166,32.75152076,36.8688548,0.374303094,5.552162567,3,2,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,3205958,0.338409476,3 (33.1 - 60.6),2 (15.9 - 35.9),1 (0.1 - 0.9),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,Commonwealth of the Northern Mariana Islands,MP,2019,69,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,366,785,487,298,278,278,,,,,,Yes,,121,24.84599589,69,1.885245902,556,732,242,138,4,4,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,50000,8.142076503,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,New Hampshire,NH,2019,33,All States,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,237,267.5,262,5.5,215,215,,0,0,262,0,No,,25,9.541984733,26,1.097046414,15.81218362,17.4301745,1.838626002,1.912171042,2,1,2,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,1359711,0.232067511,2 (15.6 - 33),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,Kentucky,KY,2019,21,All States,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,425,563,449,114,440,440,,33,0,416,0,No,,24,5.345211581,37,0.870588235,9.84852741,9.512782158,0.537192404,0.828171623,1,1,1,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,4467673,2.682352941,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Idaho,ID,2019,16,All States,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,238,266,248,18,243.09,243.09,,0,0,243.09,0,Yes,,10,4.032258065,39,1.638655462,13.60275088,13.31792632,0.559576736,2.182349271,1,1,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,1787065,0.756302521,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),1,1 (0 - 1.1),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCPCO01,Texas,TX,2019,48,All States,6,Completed Profile Survey,South,Largely Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,2793,3188,3054,134,3311.95,3311.95,,0,1452,1997,0,No,,261,8.546168959,585,2.094522019,11.42213958,9.632402616,0.900127849,2.017527938,1,1,1,3,3 (6.9% - 12.4%),4,4 (1.8 - 4.7),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,28995881,0.479770856,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),1,1 (0 - 1.1),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCPCO01,U.S. Virgin Islands,VI,2019,78,Island Areas,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,350,401,401,,401,401,,,,,,No,,51,12.71820449,38,1.085714286,397.029703,346.5346535,50.49504951,37.62376238,4,4,4,4,4 (12.4% - 24.8%),2,2 (1 - 1.3),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,101000,,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),,,,,1,1,,,,,,,,
WOCCPCO01,Illinois,IL,2019,17,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1159,1199,1169,30,1169,1169,,0,610,20,773,No,,10,0.855431993,,,9.225193443,9.146278187,0.078915256,,1,1,1,1,1 (0.7% - 4.8%),,,,,,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,12671821,0.258843831,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,District of Columbia,DC,2019,11,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,More than 500 people per square mile,627,663,663,,575,575,,,,,,Yes,,36,5.429864253,64,1.020733652,81.47372508,88.84178369,5.100963657,9.068379835,4,4,4,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,705749,,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),,,,,1,1,,,,,,,,
WOCCPCO01,Hawaii,HI,2019,15,All States,9,Completed Profile Survey,West,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,2688,3510,2827,683,2761,2761,,3510,0,3510,0,No,,139,4.91687301,147,0.546875,195.0035031,189.8476699,9.817271618,10.38229445,4,4,4,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,1415872,2.540922619,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Michigan,MI,2019,26,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,428,885,511,374,515,515,,0,0,539,31,No,,83,16.24266145,36,0.841121495,5.156777553,4.285632607,0.831092305,0.360473771,1,1,1,4,4 (12.4% - 24.8%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,9986857,8.738317757,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Ohio,OH,2019,39,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,883,1131,1049,82,1044.5,1044.5,,0,72,895,166,Yes,,166,15.82459485,135,1.528878822,8.935675116,7.554046077,1.420126443,1.154922107,1,1,2,4,4 (12.4% - 24.8%),3,3 (1.3 - 1.7),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,11689100,0.928652322,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,Iowa,IA,2019,19,All States,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,445,515,471,44,413,413,,0,0,471,0,Yes,,26,5.520169851,37,0.831460674,13.09004238,14.10428295,0.824070464,1.172715661,1,1,1,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,3155070,0.988764045,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),2,2 (1.1 - 2.2),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,North Dakota,ND,2019,38,All States,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,Less than 2 million,Less than 20 people per square mile,349,409,352,57,345.5,345.5,,0,0,409,0,Yes,,3,0.852272727,45,1.289398281,45.33751847,45.79679869,0.393668757,5.905031349,3,3,1,1,1 (0.7% - 4.8%),2,2 (1 - 1.3),3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,762062,1.633237822,3 (33.1 - 60.6),3 (36 - 61.7),1 (0.1 - 0.9),3,3 (2.2 - 7.5),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,Missouri,MO,2019,29,All States,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1793,1933,1815,118,1697,1697,,,931,884,,Yes,,22,1.212121212,273,1.522587842,27.65001887,29.214192,0.358456344,4.448117355,2,2,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,6137428,0.658114891,2 (15.6 - 33),2 (15.9 - 35.9),1 (0.1 - 0.9),2,2 (1.1 - 2.2),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCPCO01,Florida,FL,2019,12,All States,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,8328,14833,10959,3874,12471.2,12471.2,,10607.68,0,4996.9,0,Yes,,2631,24.00766493,3949,4.741834774,58.06570776,38.77503482,12.24989393,18.38648085,3,3,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,21477737,4.651777137,3 (33.1 - 60.6),3 (36 - 61.7),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Maryland,MD,2019,24,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Shared,Shared/Largely Shared,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,7697,9770,7941,1829,7849.99,7849.99,,4156,4340,3042,0,Yes,,244,3.072660874,982,1.275821749,129.8446163,127.314049,4.035939712,16.24300327,4,4,3,1,1 (0.7% - 4.8%),2,2 (1 - 1.3),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,6045680,2.376250487,4 (60.6 - 1220),4 (61.7 - 700),3 (2.3 - 5),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCPCO01,Montana,MT,2019,30,All States,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,Less than 20 people per square mile,222,228,228,0,234.5,234.5,,0,0,228,0,Yes,,6,2.631578947,,,21.94094564,20.77138564,0.561388801,,2,2,1,1,1 (0.7% - 4.8%),,,,,,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,1068778,,2 (15.6 - 33),2 (15.9 - 35.9),1 (0.1 - 0.9),,,,,1,1,,,,,,,,
WOCCPCO01,Arizona,AZ,2019,4,All States,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1186,1519,1394,125,1369,1369,,0,17,763,614,Yes,,208,14.92109039,307,2.588532884,18.80825975,16.2940804,2.857646478,4.217776292,2,2,3,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,7278717,1.053962901,2 (15.6 - 33),2 (15.9 - 35.9),3 (2.3 - 5),2,2 (1.1 - 2.2),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,Puerto Rico,PR,2019,72,Island Areas,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,,5009,3823,1186,3787,3787,,,,,,No,,,,159,,115.0015184,,,4.82842393,,4,,,,,,3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,3293000,,,4 (61.7 - 700),,4,4 (7.5 - 596),,,1,1,,,,,,,,
WOCCPCO01,Colorado,CO,2019,8,All States,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1412,1572,1422,150,1388,1388,,0,0,1422,0,Yes,,10,0.703234881,191,1.352691218,24.10251138,24.51926951,0.173649218,3.316700054,2,2,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),2,2 (1.8 - 4.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,5758736,1.062322946,2 (15.6 - 33),2 (15.9 - 35.9),1 (0.1 - 0.9),3,3 (2.2 - 7.5),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCPCO01,California,CA,2019,6,All States,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,3457,3933,3933,,3779,3779,,0,1628,2305,0,Yes,,476,12.10272057,299,0.864911773,9.564129054,8.749191358,1.204690508,0.756727861,1,1,2,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,39512223,,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),,,,,1,1,,,,,,,,
WOCCPCO01,Connecticut,CT,2019,9,All States,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,648,727,688,39,678.89,678.89,,0,0,688,0,Yes,,40,5.813953488,41,0.632716049,19.04166481,18.1752549,1.121929315,1.149977547,2,2,2,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,3565287,0.601851852,2 (15.6 - 33),2 (15.9 - 35.9),2 (1 - 2.2),1,1 (0 - 1.1),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCPCO01,Arkansas,AR,2019,5,All States,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1967,2102,2050,52,1948,1948,,841,164,1045,0,Yes,,83,4.048780488,291,1.479410269,64.55024912,65.17984601,2.75034429,9.642773354,4,4,3,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,3017804,0.264361973,4 (60.6 - 1220),4 (61.7 - 700),3 (2.3 - 5),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,Alabama,AL,2019,1,All States,4,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,,2700,2677,23,2613.5,2613.5,,1463,56,1181,0,Yes,,,,380,,53.30208834,,,7.750064499,,3,,,,,,3,3 (4.8 - 10.4),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,4903185,,,3 (36 - 61.7),,1,1 (0 - 1.1),,,1,1,,,,,,,,
WOCCPCO01,Alaska,AK,2019,2,All States,10,Completed Profile Survey,West,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,410,428,427,1,426,426,,0,0,427,0,No,,17,3.981264637,,,58.232918,56.04576615,2.323848841,,3,3,3,1,1 (0.7% - 4.8%),,,,,,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,731545,0.024390244,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCPCO01,Delaware,DE,2019,10,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,687,812,737,75,677.18,677.18,,0,0,737,0,Yes,,50,6.784260516,123,1.790393013,69.54251749,70.55097539,5.134714366,12.63139734,4,4,4,2,2 (4.9% - 6.9%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Other Occupations,Primary care director,Regular,Data Not Collected,,,,,,,973764,1.091703057,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCSEC01,South Dakota,SD,2019,46,All States,8,Completed Profile Survey,Mountain/Midwest,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,Less than 20 people per square mile,451,501,477,24,318,318,,,,,,No,,26,5.450733753,62,1.374722838,35.94605379,50.98009516,2.93898553,7.00835011,3,2,3,2,2 (4.9% - 6.9%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Other Occupations,Security Guard,Regular,Data Not Collected,,,,,,,884659,0.532150776,3 (33.1 - 60.6),2 (15.9 - 35.9),3 (2.3 - 5),3,3 (2.2 - 7.5),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCSEC01,Vermont,VT,2019,50,All States,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,502,576,532,44,502,502,,0,153,368,55,No,,30,5.639097744,55,1.09561753,80.45013614,80.45013614,4.80777706,8.814257944,4,4,3,2,2 (4.9% - 6.9%),2,2 (1 - 1.3),3,3 (4.8 - 10.4),,Other Occupations,Security Guard,Regular,Data Not Collected,,,,,,,623989,0.876494024,4 (60.6 - 1220),4 (61.7 - 700),3 (2.3 - 5),3,3 (2.2 - 7.5),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCSEC01,West Virginia,WV,2019,54,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,471,737,624,113,620.43,620.43,,0,47,577,0,No,,153,24.51923077,112,2.377919321,34.61936995,26.28132625,8.537246108,6.249487347,2,2,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),3,3 (4.8 - 10.4),,Other Occupations,Security Guard,Regular,Data Not Collected,,,,,,,1792147,2.399150743,2 (15.6 - 33),2 (15.9 - 35.9),4 (5 - 242),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCSEC01,Puerto Rico,PR,2019,72,Island Areas,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,,5009,3823,1186,3787,3787,,,,,,No,,,,159,,115.0015184,,,4.82842393,,4,,,,,,3,3 (4.8 - 10.4),,Other Occupations,Security Guard,Regular,Data Not Collected,,,,,,,3293000,,,4 (61.7 - 700),,4,4 (7.5 - 596),,,1,1,,,,,,,,
WOCCSEC01,Nevada,NV,2019,32,All States,9,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1634,1808,1728,80,1708.82,1708.82,,299,149,157,1123,Yes,,94,5.439814815,219,1.340269278,55.47835889,53.04926114,3.051793481,7.110029492,3,3,3,2,2 (4.9% - 6.9%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Other Occupations,Security Guard,Regular,Data Not Collected,,,,,,,3080156,0.489596083,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),3,3 (2.2 - 7.5),2,2 (0.5 - 0.9),1,1,,,,,,,,
